area,status,roomType,utilities,price
31,1,tro,"['tủ lạnh', 'nóng lạnh', 'máy giặt', 'bếp']",2800
18,1,tro,"['wifi', 'máy giặt', 'tủ quần áo', 'điều hoà', 'tủ lạnh', 'nóng lạnh']",2700
14,1,tro,"['nóng lạnh', 'wifi', 'máy giặt', 'tủ quần áo', 'bếp']",1200
27,0,tro,"['máy giặt', 'điều hoà', 'tủ quần áo', 'wifi', 'tủ lạnh', 'nóng lạnh']",2200
32,0,tro,['tủ quần áo'],2200
10,0,tro,"['điều hoà', 'bếp', 'nóng lạnh', 'tủ lạnh', 'tủ quần áo']",2400
24,0,tro,"['bếp', 'nóng lạnh', 'tủ lạnh']",2900
33,0,tro,"['wifi', 'tủ lạnh', 'bếp', 'nóng lạnh', 'máy giặt']",2500
12,0,tro,"['máy giặt', 'tủ lạnh']",2900
20,0,tro,"['tủ quần áo', 'tủ lạnh', 'máy giặt', 'điều hoà', 'bếp']",2800
33,1,tro,"['máy giặt', 'điều hoà', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh', 'bếp']",2500
11,0,tro,"['tủ quần áo', 'điều hoà', 'máy giặt', 'tủ lạnh', 'wifi', 'bếp']",1800
27,0,tro,"['bếp', 'tủ lạnh', 'wifi', 'máy giặt', 'tủ quần áo']",2000
18,1,tro,['tủ quần áo'],2200
14,0,tro,"['tủ quần áo', 'tủ lạnh', 'nóng lạnh']",2800
17,1,tro,"['máy giặt', 'điều hoà', 'nóng lạnh', 'wifi', 'tủ lạnh']",1300
34,1,tro,"['điều hoà', 'nóng lạnh', 'bếp', 'wifi']",1800
40,0,tro,"['điều hoà', 'nóng lạnh']",1800
25,1,tro,"['tủ lạnh', 'tủ quần áo', 'điều hoà', 'máy giặt', 'nóng lạnh', 'bếp']",2100
21,0,tro,"['bếp', 'máy giặt', 'nóng lạnh', 'wifi', 'tủ lạnh', 'tủ quần áo', 'điều hoà']",1500
29,0,tro,"['máy giặt', 'điều hoà', 'tủ quần áo', 'tủ lạnh', 'bếp', 'nóng lạnh']",1500
19,0,tro,"['tủ quần áo', 'bếp', 'máy giặt', 'nóng lạnh', 'điều hoà']",1700
31,0,tro,"['nóng lạnh', 'tủ lạnh']",2000
21,0,tro,"['bếp', 'wifi', 'nóng lạnh', 'tủ quần áo', 'máy giặt']",2700
28,1,tro,['bếp'],2200
40,1,tro,"['máy giặt', 'nóng lạnh']",2500
38,1,tro,['máy giặt'],1600
30,1,tro,"['máy giặt', 'bếp', 'nóng lạnh', 'tủ quần áo']",1700
37,1,tro,['bếp'],1900
29,0,tro,"['tủ quần áo', 'tủ lạnh', 'điều hoà', 'máy giặt', 'nóng lạnh', 'wifi']",2700
14,1,tro,"['wifi', 'bếp']",1800
32,0,tro,"['máy giặt', 'nóng lạnh', 'điều hoà', 'bếp', 'tủ lạnh']",1500
19,0,tro,"['wifi', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo', 'điều hoà']",2300
22,1,tro,"['wifi', 'bếp', 'tủ lạnh']",1500
33,1,tro,['nóng lạnh'],2700
23,0,tro,"['wifi', 'tủ quần áo', 'điều hoà', 'nóng lạnh']",1100
36,0,tro,"['tủ lạnh', 'bếp', 'nóng lạnh', 'wifi', 'tủ quần áo', 'điều hoà']",2200
30,1,tro,"['nóng lạnh', 'điều hoà', 'tủ quần áo', 'wifi', 'tủ lạnh', 'bếp']",1200
12,1,tro,"['wifi', 'bếp', 'tủ lạnh']",2900
10,1,tro,"['bếp', 'tủ lạnh', 'tủ quần áo', 'wifi', 'điều hoà', 'máy giặt']",1600
29,0,tro,['máy giặt'],2600
16,1,tro,['tủ lạnh'],2500
32,1,tro,"['máy giặt', 'điều hoà', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo', 'bếp', 'wifi']",2100
20,1,tro,"['bếp', 'điều hoà', 'máy giặt', 'nóng lạnh']",1500
15,0,tro,"['bếp', 'tủ lạnh']",2700
17,1,tro,"['điều hoà', 'nóng lạnh']",1900
17,1,tro,"['nóng lạnh', 'điều hoà']",1400
30,1,tro,"['điều hoà', 'nóng lạnh', 'wifi', 'bếp', 'tủ quần áo', 'tủ lạnh', 'máy giặt']",2600
24,1,tro,"['máy giặt', 'bếp', 'nóng lạnh']",2500
22,0,tro,"['máy giặt', 'wifi', 'nóng lạnh', 'bếp', 'tủ quần áo', 'điều hoà']",2000
32,0,tro,"['wifi', 'nóng lạnh', 'bếp', 'tủ lạnh', 'điều hoà']",2900
38,1,tro,"['wifi', 'nóng lạnh', 'tủ quần áo', 'điều hoà']",2200
31,0,tro,"['bếp', 'nóng lạnh', 'máy giặt', 'điều hoà']",1200
28,1,tro,"['bếp', 'máy giặt', 'tủ lạnh', 'nóng lạnh']",1500
37,0,tro,['bếp'],1300
23,1,tro,"['bếp', 'máy giặt', 'wifi']",1100
11,0,tro,"['wifi', 'bếp', 'tủ lạnh', 'nóng lạnh', 'điều hoà', 'máy giặt', 'tủ quần áo']",2600
22,0,tro,"['nóng lạnh', 'tủ quần áo', 'bếp']",2900
37,0,tro,['nóng lạnh'],1400
32,1,tro,"['tủ lạnh', 'bếp', 'nóng lạnh']",2900
28,0,tro,"['nóng lạnh', 'tủ lạnh', 'điều hoà', 'wifi', 'máy giặt', 'tủ quần áo', 'bếp']",1600
23,0,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh']",1900
34,0,tro,"['nóng lạnh', 'bếp', 'điều hoà', 'wifi', 'máy giặt', 'tủ quần áo', 'tủ lạnh']",1000
31,1,tro,"['tủ lạnh', 'tủ quần áo', 'điều hoà', 'bếp', 'máy giặt', 'nóng lạnh']",1700
32,1,tro,"['máy giặt', 'wifi', 'nóng lạnh', 'điều hoà', 'tủ quần áo']",2200
11,0,tro,"['máy giặt', 'wifi']",2200
15,1,tro,"['bếp', 'máy giặt', 'wifi', 'tủ quần áo', 'tủ lạnh']",1800
24,1,tro,"['nóng lạnh', 'điều hoà', 'tủ lạnh', 'bếp', 'máy giặt']",1500
12,0,tro,"['điều hoà', 'tủ lạnh', 'máy giặt', 'tủ quần áo', 'nóng lạnh', 'bếp', 'wifi']",2300
18,1,tro,"['wifi', 'tủ quần áo']",2400
32,1,tro,"['máy giặt', 'tủ quần áo', 'điều hoà', 'bếp', 'nóng lạnh', 'wifi', 'tủ lạnh']",2600
15,1,tro,['wifi'],1500
24,0,tro,"['bếp', 'máy giặt']",1300
26,0,tro,"['wifi', 'nóng lạnh', 'điều hoà', 'máy giặt', 'tủ quần áo', 'bếp']",2000
38,0,tro,['máy giặt'],1800
25,1,tro,"['tủ lạnh', 'tủ quần áo', 'bếp']",2100
39,1,tro,"['wifi', 'máy giặt', 'nóng lạnh', 'tủ lạnh', 'bếp']",1400
27,1,tro,"['tủ quần áo', 'nóng lạnh', 'wifi', 'tủ lạnh', 'máy giặt']",1300
29,1,tro,"['máy giặt', 'tủ quần áo', 'tủ lạnh', 'wifi', 'nóng lạnh']",2200
34,0,tro,"['bếp', 'máy giặt', 'nóng lạnh', 'tủ lạnh']",2800
10,0,tro,"['bếp', 'tủ quần áo', 'tủ lạnh', 'điều hoà']",1400
38,1,tro,"['máy giặt', 'điều hoà', 'bếp', 'wifi']",1700
11,1,tro,['máy giặt'],2300
25,0,tro,['điều hoà'],2700
20,0,tro,['nóng lạnh'],2100
19,1,tro,['điều hoà'],2200
36,0,tro,"['tủ lạnh', 'máy giặt', 'wifi', 'điều hoà']",1400
24,1,tro,"['điều hoà', 'tủ quần áo', 'bếp', 'máy giặt', 'nóng lạnh', 'tủ lạnh', 'wifi']",1900
11,1,tro,"['điều hoà', 'bếp', 'tủ lạnh', 'máy giặt', 'tủ quần áo']",1900
35,1,tro,"['máy giặt', 'tủ lạnh', 'bếp', 'nóng lạnh', 'tủ quần áo', 'điều hoà', 'wifi']",2100
36,0,tro,"['tủ lạnh', 'tủ quần áo', 'nóng lạnh', 'điều hoà']",2500
38,1,tro,"['wifi', 'máy giặt', 'bếp', 'tủ lạnh', 'nóng lạnh', 'điều hoà']",2200
35,1,tro,"['tủ lạnh', 'nóng lạnh']",1100
23,0,tro,"['wifi', 'máy giặt', 'điều hoà', 'nóng lạnh', 'tủ lạnh', 'bếp', 'tủ quần áo']",1800
16,0,tro,"['tủ lạnh', 'wifi', 'bếp', 'tủ quần áo', 'nóng lạnh']",1700
27,0,tro,['máy giặt'],2000
40,0,tro,"['điều hoà', 'tủ quần áo', 'nóng lạnh', 'máy giặt']",1200
30,1,tro,"['tủ quần áo', 'nóng lạnh', 'máy giặt', 'wifi', 'tủ lạnh']",1300
12,1,tro,"['wifi', 'điều hoà', 'tủ quần áo']",2600
36,0,tro,"['tủ lạnh', 'nóng lạnh', 'tủ quần áo', 'điều hoà']",2500
33,0,tro,"['wifi', 'nóng lạnh', 'tủ lạnh', 'tủ quần áo']",1300
14,0,tro,"['nóng lạnh', 'tủ lạnh']",2100
10,1,tro,"['máy giặt', 'bếp']",2400
22,1,tro,['tủ quần áo'],2100
40,0,tro,"['nóng lạnh', 'tủ lạnh', 'wifi', 'bếp', 'điều hoà', 'máy giặt', 'tủ quần áo']",2300
31,0,tro,"['máy giặt', 'nóng lạnh', 'tủ lạnh', 'bếp']",2500
23,0,tro,"['điều hoà', 'tủ lạnh', 'tủ quần áo', 'bếp', 'máy giặt', 'wifi', 'nóng lạnh']",1600
20,0,tro,"['nóng lạnh', 'tủ quần áo', 'máy giặt', 'điều hoà', 'bếp']",2300
10,1,tro,"['bếp', 'wifi', 'nóng lạnh']",1200
16,1,tro,"['điều hoà', 'wifi', 'bếp', 'nóng lạnh', 'tủ lạnh', 'máy giặt', 'tủ quần áo']",1100
10,0,tro,"['wifi', 'máy giặt', 'nóng lạnh', 'tủ lạnh']",1700
32,1,tro,"['máy giặt', 'nóng lạnh', 'điều hoà']",1000
34,1,tro,"['nóng lạnh', 'tủ lạnh', 'bếp', 'wifi']",1900
10,1,tro,"['tủ lạnh', 'nóng lạnh', 'wifi', 'bếp', 'điều hoà']",1600
36,0,tro,['tủ quần áo'],1000
31,1,tro,"['bếp', 'điều hoà', 'wifi', 'tủ quần áo']",1700
26,1,tro,"['điều hoà', 'bếp', 'máy giặt', 'nóng lạnh', 'tủ lạnh']",1700
29,1,tro,"['bếp', 'điều hoà', 'máy giặt', 'wifi', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh']",2300
13,0,tro,"['nóng lạnh', 'máy giặt', 'tủ lạnh', 'tủ quần áo', 'wifi', 'bếp']",1900
16,0,tro,"['máy giặt', 'điều hoà', 'bếp', 'tủ lạnh']",2200
13,1,tro,"['tủ lạnh', 'điều hoà', 'nóng lạnh', 'máy giặt']",1400
29,1,tro,"['điều hoà', 'tủ lạnh', 'wifi', 'tủ quần áo', 'máy giặt', 'nóng lạnh', 'bếp']",1400
30,1,tro,"['máy giặt', 'tủ lạnh', 'wifi', 'tủ quần áo', 'bếp', 'nóng lạnh', 'điều hoà']",1300
16,1,tro,"['điều hoà', 'nóng lạnh', 'wifi', 'máy giặt', 'tủ quần áo']",2300
37,0,tro,"['máy giặt', 'wifi', 'nóng lạnh', 'bếp']",2900
19,0,tro,"['tủ quần áo', 'máy giặt', 'bếp', 'điều hoà', 'tủ lạnh']",1900
18,0,tro,"['wifi', 'bếp']",2400
32,0,tro,"['tủ lạnh', 'wifi']",2000
15,1,tro,"['tủ lạnh', 'bếp', 'tủ quần áo']",1400
13,0,tro,"['tủ quần áo', 'bếp']",2100
25,0,tro,"['wifi', 'điều hoà', 'bếp', 'tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'máy giặt']",1100
37,1,tro,"['bếp', 'nóng lạnh', 'wifi', 'tủ lạnh', 'máy giặt', 'tủ quần áo']",1900
39,0,tro,"['bếp', 'wifi', 'điều hoà']",1600
22,1,tro,"['máy giặt', 'nóng lạnh', 'tủ lạnh']",1600
30,0,tro,"['bếp', 'tủ quần áo', 'nóng lạnh', 'máy giặt', 'wifi']",2300
12,0,tro,"['máy giặt', 'tủ quần áo']",1200
10,0,tro,"['nóng lạnh', 'điều hoà', 'bếp', 'máy giặt', 'wifi', 'tủ quần áo']",2100
18,0,tro,"['wifi', 'điều hoà', 'tủ quần áo']",2200
39,0,tro,"['máy giặt', 'nóng lạnh', 'tủ lạnh', 'wifi', 'điều hoà', 'bếp']",2300
24,0,tro,"['máy giặt', 'điều hoà', 'wifi']",1800
35,1,tro,"['điều hoà', 'máy giặt', 'tủ quần áo', 'wifi', 'tủ lạnh']",2500
35,1,tro,"['wifi', 'máy giặt', 'điều hoà', 'bếp', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh']",2500
13,1,tro,"['máy giặt', 'wifi', 'tủ lạnh']",2200
37,1,tro,"['bếp', 'wifi', 'máy giặt', 'tủ quần áo', 'điều hoà', 'nóng lạnh']",1400
18,1,tro,"['máy giặt', 'tủ quần áo', 'nóng lạnh', 'điều hoà', 'wifi', 'tủ lạnh']",1700
14,1,tro,"['nóng lạnh', 'tủ lạnh', 'điều hoà']",2200
30,1,tro,"['bếp', 'nóng lạnh', 'tủ quần áo', 'điều hoà', 'máy giặt', 'wifi', 'tủ lạnh']",2600
26,0,tro,"['nóng lạnh', 'điều hoà', 'tủ lạnh', 'wifi', 'tủ quần áo']",2900
36,1,tro,"['wifi', 'tủ quần áo']",2000
30,1,tro,"['điều hoà', 'máy giặt', 'wifi']",1300
30,0,tro,"['nóng lạnh', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'bếp', 'máy giặt']",1300
21,1,tro,"['nóng lạnh', 'wifi', 'bếp', 'tủ quần áo']",2600
13,1,tro,"['nóng lạnh', 'tủ quần áo', 'điều hoà', 'bếp', 'tủ lạnh']",1800
37,1,tro,"['nóng lạnh', 'wifi', 'điều hoà', 'bếp', 'tủ quần áo']",1500
14,1,tro,"['tủ lạnh', 'điều hoà', 'wifi', 'nóng lạnh', 'tủ quần áo']",2300
18,0,tro,"['nóng lạnh', 'tủ lạnh', 'điều hoà', 'wifi', 'bếp']",2900
37,0,tro,"['wifi', 'điều hoà', 'bếp', 'nóng lạnh', 'tủ lạnh', 'máy giặt', 'tủ quần áo']",2400
10,0,tro,"['wifi', 'máy giặt', 'điều hoà', 'bếp']",2500
11,0,tro,"['điều hoà', 'wifi', 'bếp', 'tủ lạnh']",2300
11,1,tro,"['điều hoà', 'tủ lạnh', 'nóng lạnh', 'máy giặt', 'tủ quần áo']",2000
16,0,tro,"['điều hoà', 'máy giặt', 'tủ quần áo', 'wifi', 'tủ lạnh']",2100
31,0,tro,"['tủ quần áo', 'tủ lạnh', 'bếp', 'điều hoà', 'nóng lạnh']",2200
18,0,tro,"['tủ lạnh', 'wifi', 'tủ quần áo']",2800
27,0,tro,"['wifi', 'nóng lạnh', 'tủ lạnh', 'máy giặt', 'tủ quần áo', 'điều hoà', 'bếp']",2600
20,1,tro,"['wifi', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh']",1300
40,1,tro,"['tủ lạnh', 'wifi', 'tủ quần áo', 'điều hoà', 'bếp', 'máy giặt', 'nóng lạnh']",2700
21,1,tro,"['điều hoà', 'tủ lạnh']",2800
40,1,tro,['máy giặt'],1100
28,1,tro,"['máy giặt', 'wifi', 'điều hoà', 'bếp', 'tủ quần áo', 'tủ lạnh']",1400
39,1,tro,"['điều hoà', 'máy giặt', 'wifi', 'nóng lạnh']",2200
37,0,tro,"['wifi', 'nóng lạnh', 'bếp', 'tủ quần áo', 'tủ lạnh']",2600
11,0,tro,"['máy giặt', 'điều hoà']",1300
37,1,tro,"['bếp', 'máy giặt', 'tủ lạnh', 'tủ quần áo', 'wifi']",1500
33,1,tro,"['máy giặt', 'bếp', 'tủ quần áo']",1000
40,1,tro,"['tủ lạnh', 'điều hoà']",1800
32,1,tro,"['tủ quần áo', 'điều hoà', 'bếp', 'máy giặt']",2500
29,0,tro,"['điều hoà', 'tủ quần áo', 'nóng lạnh']",1600
30,0,tro,"['wifi', 'tủ quần áo', 'điều hoà']",1900
25,0,tro,"['bếp', 'nóng lạnh', 'máy giặt']",2300
32,0,tro,"['wifi', 'máy giặt', 'nóng lạnh', 'tủ quần áo', 'bếp']",1900
30,1,tro,"['điều hoà', 'wifi', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo', 'máy giặt']",1400
38,0,tro,"['nóng lạnh', 'điều hoà', 'wifi']",1700
24,0,tro,"['tủ lạnh', 'máy giặt', 'tủ quần áo', 'nóng lạnh', 'wifi']",1500
30,1,tro,"['nóng lạnh', 'điều hoà', 'wifi', 'bếp', 'máy giặt', 'tủ lạnh']",2200
23,1,tro,"['điều hoà', 'tủ quần áo', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'wifi', 'bếp']",1100
21,0,tro,"['máy giặt', 'wifi', 'tủ lạnh']",1400
37,1,tro,"['tủ lạnh', 'điều hoà']",1000
27,0,tro,"['điều hoà', 'tủ lạnh']",2000
15,0,tro,['wifi'],2300
16,0,tro,"['bếp', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh', 'wifi', 'điều hoà', 'máy giặt']",1800
22,1,tro,"['wifi', 'nóng lạnh', 'bếp', 'điều hoà', 'máy giặt']",2900
28,1,tro,"['bếp', 'máy giặt']",2700
19,0,tro,"['nóng lạnh', 'tủ lạnh', 'điều hoà', 'máy giặt']",2400
10,0,tro,"['wifi', 'tủ quần áo', 'bếp', 'máy giặt']",2000
14,1,tro,['máy giặt'],1000
14,1,tro,"['máy giặt', 'bếp', 'tủ quần áo', 'wifi', 'tủ lạnh']",2700
18,1,tro,"['nóng lạnh', 'máy giặt', 'tủ lạnh', 'bếp']",1300
20,1,tro,"['wifi', 'nóng lạnh', 'điều hoà', 'máy giặt', 'tủ quần áo', 'bếp', 'tủ lạnh']",2100
20,1,tro,"['tủ quần áo', 'máy giặt', 'wifi', 'nóng lạnh', 'tủ lạnh', 'điều hoà', 'bếp']",2600
35,1,tro,"['nóng lạnh', 'wifi']",2100
21,1,tro,"['điều hoà', 'nóng lạnh', 'tủ quần áo', 'bếp', 'wifi']",1200
32,0,tro,"['wifi', 'nóng lạnh', 'máy giặt', 'bếp', 'tủ lạnh']",2700
12,0,tro,"['tủ quần áo', 'wifi', 'tủ lạnh']",2300
20,1,tro,"['tủ quần áo', 'nóng lạnh', 'máy giặt', 'bếp']",2900
34,0,tro,"['bếp', 'tủ quần áo', 'wifi', 'điều hoà']",2400
29,1,tro,"['điều hoà', 'tủ quần áo', 'wifi', 'tủ lạnh']",2800
11,0,tro,"['điều hoà', 'tủ lạnh', 'nóng lạnh']",2100
11,0,tro,"['nóng lạnh', 'wifi', 'tủ quần áo']",1300
18,0,tro,"['điều hoà', 'tủ lạnh', 'wifi', 'nóng lạnh', 'bếp']",2700
15,0,tro,"['tủ lạnh', 'nóng lạnh']",1700
14,1,tro,['nóng lạnh'],2700
28,1,tro,"['tủ quần áo', 'bếp', 'điều hoà', 'máy giặt']",1500
19,0,tro,"['điều hoà', 'wifi', 'nóng lạnh', 'bếp', 'tủ lạnh']",2300
21,1,tro,"['wifi', 'bếp']",1900
22,1,tro,['máy giặt'],2400
27,0,tro,"['máy giặt', 'bếp', 'tủ lạnh', 'nóng lạnh', 'điều hoà', 'tủ quần áo', 'wifi']",1700
14,1,tro,"['tủ quần áo', 'điều hoà', 'máy giặt', 'wifi']",1600
19,0,tro,"['tủ quần áo', 'nóng lạnh', 'điều hoà', 'wifi', 'tủ lạnh', 'bếp']",2300
13,0,tro,"['điều hoà', 'máy giặt', 'bếp']",2300
25,1,tro,"['điều hoà', 'bếp', 'wifi', 'máy giặt', 'tủ quần áo', 'tủ lạnh']",1800
33,1,tro,"['wifi', 'bếp']",1900
17,1,tro,"['điều hoà', 'tủ lạnh', 'nóng lạnh', 'wifi', 'máy giặt']",1400
39,0,tro,"['nóng lạnh', 'tủ quần áo', 'điều hoà', 'máy giặt', 'wifi', 'tủ lạnh']",2800
11,0,tro,"['tủ quần áo', 'tủ lạnh', 'điều hoà', 'nóng lạnh', 'wifi', 'bếp']",1800
19,0,tro,"['tủ quần áo', 'điều hoà']",1300
15,1,tro,"['nóng lạnh', 'wifi', 'tủ lạnh', 'bếp', 'máy giặt']",2000
37,1,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh', 'bếp', 'tủ quần áo', 'wifi']",2600
26,0,tro,['tủ lạnh'],1600
33,0,tro,"['tủ lạnh', 'tủ quần áo', 'máy giặt']",2600
12,0,tro,"['máy giặt', 'wifi']",1800
19,1,tro,"['điều hoà', 'tủ quần áo', 'máy giặt', 'tủ lạnh', 'nóng lạnh']",2900
22,0,tro,"['điều hoà', 'tủ quần áo', 'wifi', 'tủ lạnh', 'máy giặt', 'nóng lạnh']",2300
36,0,tro,"['tủ quần áo', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'wifi']",2800
20,0,tro,"['tủ lạnh', 'nóng lạnh', 'bếp', 'máy giặt']",1700
19,0,tro,"['wifi', 'bếp', 'máy giặt', 'nóng lạnh', 'tủ quần áo', 'điều hoà']",2000
23,0,tro,"['bếp', 'nóng lạnh', 'tủ lạnh']",2500
13,0,tro,"['wifi', 'điều hoà', 'nóng lạnh']",1700
13,0,tro,"['tủ quần áo', 'nóng lạnh', 'điều hoà', 'bếp', 'máy giặt', 'tủ lạnh', 'wifi']",2200
27,0,tro,"['bếp', 'wifi', 'tủ lạnh', 'nóng lạnh', 'máy giặt']",2100
39,0,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh']",2800
25,0,tro,"['nóng lạnh', 'wifi', 'tủ lạnh', 'tủ quần áo', 'bếp', 'máy giặt']",2700
25,0,tro,"['điều hoà', 'tủ quần áo']",2900
20,0,tro,"['điều hoà', 'tủ quần áo', 'bếp', 'máy giặt']",2000
36,0,tro,"['nóng lạnh', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'máy giặt']",2800
35,0,tro,['nóng lạnh'],2700
35,1,tro,"['máy giặt', 'điều hoà', 'tủ lạnh', 'bếp']",1600
20,1,tro,"['bếp', 'tủ lạnh', 'điều hoà', 'máy giặt', 'nóng lạnh', 'wifi', 'tủ quần áo']",1900
13,1,tro,"['bếp', 'máy giặt', 'wifi']",2500
25,0,tro,"['nóng lạnh', 'bếp', 'tủ lạnh', 'điều hoà', 'máy giặt', 'wifi', 'tủ quần áo']",2500
13,1,tro,['bếp'],2000
32,0,tro,"['tủ quần áo', 'máy giặt']",1200
25,1,tro,"['máy giặt', 'điều hoà', 'tủ quần áo', 'tủ lạnh', 'wifi', 'bếp', 'nóng lạnh']",2200
23,1,tro,"['nóng lạnh', 'tủ lạnh', 'wifi']",1600
11,0,tro,['tủ lạnh'],2400
19,1,tro,"['điều hoà', 'bếp', 'máy giặt', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'wifi']",2400
20,0,tro,"['tủ quần áo', 'bếp', 'tủ lạnh', 'điều hoà']",2500
33,0,tro,"['điều hoà', 'máy giặt', 'tủ lạnh', 'bếp', 'wifi']",2200
31,0,tro,"['wifi', 'điều hoà', 'máy giặt', 'nóng lạnh', 'tủ quần áo']",1200
38,1,tro,"['tủ quần áo', 'wifi', 'bếp', 'máy giặt', 'nóng lạnh', 'điều hoà']",1700
14,1,tro,"['wifi', 'tủ quần áo']",1100
39,0,tro,"['wifi', 'tủ lạnh', 'bếp', 'nóng lạnh']",2800
15,0,tro,"['tủ lạnh', 'máy giặt', 'nóng lạnh', 'tủ quần áo']",2900
30,0,tro,"['nóng lạnh', 'tủ lạnh', 'điều hoà']",2200
28,1,tro,"['wifi', 'bếp']",2100
22,1,tro,"['máy giặt', 'bếp', 'tủ lạnh', 'điều hoà', 'tủ quần áo', 'wifi']",1400
35,1,tro,"['bếp', 'điều hoà', 'máy giặt', 'wifi', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh']",1400
30,0,tro,"['bếp', 'nóng lạnh', 'wifi', 'máy giặt', 'tủ lạnh', 'điều hoà']",1000
12,1,tro,"['máy giặt', 'tủ lạnh', 'bếp', 'điều hoà', 'wifi', 'nóng lạnh']",1100
12,1,tro,"['nóng lạnh', 'tủ lạnh', 'wifi', 'điều hoà']",2600
35,0,tro,"['nóng lạnh', 'tủ lạnh', 'bếp', 'điều hoà', 'tủ quần áo', 'máy giặt']",1100
12,0,tro,['tủ quần áo'],2900
16,0,tro,['bếp'],1500
33,0,tro,"['nóng lạnh', 'wifi', 'tủ quần áo', 'điều hoà', 'tủ lạnh']",2200
17,1,tro,['điều hoà'],1500
11,0,tro,"['wifi', 'điều hoà', 'bếp', 'tủ quần áo', 'máy giặt', 'tủ lạnh', 'nóng lạnh']",1500
22,1,tro,"['nóng lạnh', 'wifi', 'máy giặt', 'tủ quần áo']",1000
10,1,tro,"['wifi', 'nóng lạnh', 'bếp', 'điều hoà']",2300
13,0,tro,"['wifi', 'tủ lạnh', 'điều hoà', 'nóng lạnh', 'tủ quần áo']",1200
22,0,tro,"['wifi', 'tủ lạnh', 'máy giặt', 'bếp']",2400
27,0,tro,"['tủ lạnh', 'wifi', 'điều hoà', 'nóng lạnh']",2300
26,0,tro,"['tủ lạnh', 'nóng lạnh', 'máy giặt', 'điều hoà']",2800
19,1,tro,"['bếp', 'điều hoà', 'wifi', 'tủ lạnh', 'tủ quần áo', 'máy giặt']",2000
24,0,tro,"['điều hoà', 'wifi', 'tủ quần áo', 'tủ lạnh']",2200
39,0,tro,"['máy giặt', 'tủ quần áo', 'wifi', 'nóng lạnh']",2600
25,1,tro,['bếp'],2700
35,0,tro,"['điều hoà', 'bếp']",1700
28,0,tro,"['máy giặt', 'điều hoà', 'nóng lạnh']",2100
32,1,tro,"['nóng lạnh', 'điều hoà', 'máy giặt', 'tủ quần áo', 'wifi']",1200
31,0,tro,"['tủ quần áo', 'nóng lạnh', 'điều hoà']",1300
16,1,tro,"['tủ lạnh', 'tủ quần áo', 'máy giặt']",1900
23,1,tro,"['nóng lạnh', 'máy giặt', 'tủ quần áo', 'wifi', 'điều hoà', 'tủ lạnh', 'bếp']",1900
12,1,tro,"['máy giặt', 'bếp', 'wifi']",2700
21,0,tro,"['wifi', 'nóng lạnh']",1800
17,1,tro,"['máy giặt', 'bếp', 'wifi', 'nóng lạnh', 'điều hoà']",1200
18,0,tro,['máy giặt'],2300
28,1,tro,"['bếp', 'wifi']",2000
34,1,tro,"['điều hoà', 'nóng lạnh', 'bếp', 'wifi', 'tủ quần áo', 'máy giặt', 'tủ lạnh']",1900
